#Measurements from DVL
#Number of channels: 8
#Number of samples: 2283
#Frequency: 200.000 Hz
#Unit system: SI

#Time	Velocity X	Velocity Y	Velocity Z	Altitude	Water velocity X	Water velocity Y	Water velocity Z	Status
5.06000	0.05000	-0.05000	0.10000	9.86148	0.01477	-0.01583	0.01481	0.00000
5.06500	0.05000	-0.05000	0.10000	9.87169	0.00623	-0.01198	-0.00904	0.00000
5.07000	0.05000	-0.05000	0.10000	9.82926	-0.01022	0.03078	0.00763	0.00000
5.07500	0.05000	-0.05000	0.10000	9.92733	-0.01027	-0.00338	-0.01370	0.00000
5.08000	0.05000	-0.05000	0.10000	9.94595	-0.00870	0.00041	-0.00003	0.00000
5.08500	0.05000	-0.05000	0.10000	9.84556	-0.01729	0.00874	-0.05280	0.00000
5.09000	0.05000	-0.05000	0.10000	9.91915	0.00643	-0.02440	-0.01264	0.00000
5.09500	0.05000	-0.05000	0.10000	9.82801	0.03172	0.01070	-0.00965	0.00000
5.10000	0.05000	-0.05000	0.10000	9.94767	0.04078	0.02192	0.00319	0.00000
5.10500	0.05000	-0.05000	0.10000	9.90789	0.00971	0.01497	-0.01693	0.00000
5.11000	0.05000	-0.05000	0.10000	9.93713	-0.00083	0.01746	0.01945	0.00000
5.11500	0.05000	-0.05000	0.10000	9.87147	0.01505	0.01470	-0.00551	0.00000
5.12000	0.05000	-0.05000	0.10000	9.86880	0.02899	0.01231	-0.02290	0.00000
5.12500	0.05000	-0.05000	0.10000	9.95618	-0.01582	-0.00573	0.01700	0.00000
5.13000	0.05000	-0.05000	0.10000	9.85343	0.00191	-0.00755	-0.00123	0.00000
5.13500	0.05000	-0.05000	0.10000	9.97043	0.00618	-0.03041	-0.00956	0.00000
5.14000	0.05000	-0.05000	0.10000	9.92056	0.00890	-0.00275	0.01923	0.00000
5.14500	0.05000	-0.05000	0.10000	9.88082	-0.00739	-0.00125	-0.00721	0.00000
5.15000	0.05000	-0.05000	0.10000	9.91179	0.00875	0.01166	0.00967	0.00000
5.15500	0.05000	-0.05000	0.10000	9.91569	0.02814	0.00482	0.01993	0.00000
5.16000	0.05000	-0.05000	0.10000	9.94399	-0.00318	-0.01836	-0.01201	0.00000
5.16500	0.05000	-0.05000	0.10000	9.82958	0.00766	0.01062	-0.03510	0.00000
5.17000	0.05000	-0.05000	0.10000	9.92293	0.00123	0.00994	-0.00635	0.00000
5.17500	0.05000	-0.05000	0.10000	10.01591	0.01417	0.00931	0.00285	0.00000
5.18000	0.05000	-0.05000	0.10000	9.83370	0.01090	-0.00991	0.02782	0.00000
5.18500	0.05000	-0.05000	0.10000	9.91914	0.01557	0.02135	-0.01930	0.00000
5.19000	0.05000	-0.05000	0.10000	9.89387	0.03844	0.03217	0.01630	0.00000
5.19500	0.05000	-0.05000	0.10000	9.92806	0.01020	-0.02561	-0.00558	0.00000
5.20000	0.05000	-0.05000	0.10000	9.95631	-0.01186	-0.01322	0.00748	0.00000
5.20500	0.05000	-0.05000	0.10000	9.83992	-0.01162	-0.00743	0.05858	0.00000
5.21000	0.05000	-0.05000	0.10000	9.93306	-0.02583	0.03187	-0.00539	0.00000
5.21500	0.05000	-0.05000	0.10000	9.97010	-0.00799	0.02485	0.02036	0.00000
5.22000	0.05000	-0.05000	0.10000	9.96691	0.01438	0.01556	-0.01234	0.00000
5.22500	0.05000	-0.05000	0.10000	9.92126	-0.02586	0.02555	-0.00768	0.00000
5.23000	0.05000	-0.05000	0.10000	9.95273	0.03623	-0.05000	-0.02566	0.00000
5.23500	0.05000	-0.05000	0.10000	9.99599	0.01395	0.01728	-0.02220	0.00000
5.24000	0.05000	-0.05000	0.10000	9.89017	-0.00834	-0.01039	0.00642	0.00000
5.24500	0.05000	-0.05000	0.10000	9.90683	-0.02641	-0.00193	0.00042	0.00000
5.25000	0.05000	-0.05000	0.10000	9.97112	-0.02568	0.01355	-0.01498	0.00000
5.25500	0.05000	-0.05000	0.10000	9.99658	-0.00771	-0.02134	-0.02149	0.00000
5.26000	0.05000	-0.05000	0.10000	9.91876	-0.00634	-0.02065	-0.00446	0.00000
5.26500	0.05000	-0.05000	0.10000	9.95376	-0.00239	0.00632	-0.00375	0.00000
5.27000	0.05000	-0.05000	0.10000	9.98679	0.04552	0.01077	0.02869	0.00000
5.27500	0.05000	-0.05000	0.10000	9.98868	0.00004	-0.01437	0.02427	0.00000
5.28000	0.05000	-0.05000	0.10000	10.00468	0.02037	0.00916	0.02451	0.00000
5.28500	0.05000	-0.05000	0.10000	9.96414	0.01898	-0.01781	0.04622	0.00000
5.29000	0.05000	-0.05000	0.10000	10.04778	-0.00476	0.01130	0.02999	0.00000
5.29500	0.05000	-0.05000	0.10000	9.93098	-0.00314	-0.00982	0.01731	0.00000
5.30000	0.05000	-0.05000	0.10000	10.02562	0.01026	-0.02080	0.00963	0.00000
5.30500	0.05000	-0.05000	0.10000	9.94327	-0.02072	-0.01254	-0.04735	0.00000
5.31000	0.05000	-0.05000	0.10000	9.93288	0.00421	-0.02090	0.02795	0.00000
5.31500	0.05000	-0.05000	0.10000	9.95147	0.01469	0.01415	0.02580	0.00000
5.32000	0.05000	-0.05000	0.10000	10.10081	0.00239	0.01444	0.02602	0.00000
5.32500	0.05000	-0.05000	0.10000	10.03903	0.01204	0.00333	0.03481	0.00000
5.33000	0.05000	-0.05000	0.10000	10.01773	0.01410	0.00274	0.01859	0.00000
5.33500	0.05000	-0.05000	0.10000	10.08838	-0.00010	-0.02778	0.02818	0.00000
5.34000	0.05000	-0.05000	0.10000	10.07494	0.00008	0.01002	-0.03453	0.00000
5.34500	0.05000	-0.05000	0.10000	9.95564	-0.00779	-0.02927	-0.03292	0.00000
5.35000	0.05000	-0.05000	0.10000	10.00424	0.03007	-0.01338	0.00388	0.00000
5.35500	0.05000	-0.05000	0.10000	9.99830	0.00851	0.00944	0.01084	0.00000
5.36000	0.05000	-0.05000	0.10000	9.95431	0.01334	-0.02162	-0.01392	0.00000
5.36500	0.05000	-0.05000	0.10000	10.05747	-0.00067	-0.01235	0.01202	0.00000
5.37000	0.05000	-0.05000	0.10000	9.94534	0.00639	0.00982	0.01033	0.00000
5.37500	0.05000	-0.05000	0.10000	10.07452	-0.00004	-0.01249	-0.01078	0.00000
5.38000	0.05000	-0.05000	0.10000	10.09195	-0.02858	-0.00484	-0.01579	0.00000
5.38500	0.05000	-0.05000	0.10000	10.02012	0.01272	-0.00224	0.00454	0.00000
5.39000	0.05000	-0.05000	0.10000	10.01898	0.03483	0.02014	0.01125	0.00000
5.39500	0.05000	-0.05000	0.10000	10.14550	-0.02578	0.01477	0.00078	0.00000
5.40000	0.05000	-0.05000	0.10000	9.97035	-0.02716	0.03006	0.00726	0.00000
5.40500	0.05000	-0.05000	0.10000	9.99853	-0.01401	0.01926	-0.00603	0.00000
5.41000	0.05000	-0.05000	0.10000	9.95072	0.01561	0.00255	0.00002	0.00000
5.41500	0.05000	-0.05000	0.10000	9.98615	0.02888	0.00408	-0.00272	0.00000
5.42000	0.05000	-0.05000	0.10000	9.99533	-0.03325	0.00711	0.00644	0.00000
5.42500	0.05000	-0.05000	0.10000	9.95046	0.01385	-0.00754	0.01564	0.00000
5.43000	0.05000	-0.05000	0.10000	9.97922	0.00396	0.01995	-0.03022	0.00000
5.43500	0.05000	-0.05000	0.10000	9.98196	0.02758	0.00779	0.00080	0.00000
5.44000	0.05000	-0.05000	0.10000	10.11802	-0.00945	-0.01374	0.01028	0.00000
5.44500	0.05000	-0.05000	0.10000	10.00847	0.01612	-0.00773	-0.00240	0.00000
5.45000	0.05000	-0.05000	0.09577	10.06147	0.00158	0.00855	-0.00634	0.00000
5.45500	0.05000	-0.05000	0.10000	10.06001	0.00550	-0.00024	0.01392	0.00000
5.46000	0.05000	-0.05000	0.09602	10.01268	-0.00367	-0.02299	0.01405	0.00000
5.46500	0.05000	-0.05000	0.06083	10.09259	0.00246	-0.00441	-0.01208	0.00000
5.47000	0.05000	-0.05000	0.04497	10.02396	0.02324	-0.02440	-0.01157	0.00000
5.47500	0.05000	-0.05000	0.07250	10.01434	0.00887	0.01304	0.03059	0.00000
5.48000	0.05000	-0.05000	0.05270	9.97288	-0.02460	-0.00875	0.00218	0.00000
5.48500	0.05000	-0.05000	0.09074	10.07870	0.00530	0.01065	-0.00979	0.00000
5.49000	0.05000	-0.05000	0.05460	9.97204	0.01574	-0.01194	0.02024	0.00000
5.49500	0.05000	-0.05000	0.05386	10.18539	0.00553	-0.02243	-0.02917	0.00000
5.50000	0.05000	-0.05000	0.06962	10.01841	-0.00224	-0.03301	-0.02673	0.00000
5.50500	0.05000	-0.05000	0.03593	10.08755	0.00552	0.04069	0.01083	0.00000
5.51000	0.05000	-0.05000	0.02773	10.17467	-0.02333	0.01164	-0.00622	0.00000
5.51500	0.05000	-0.05000	0.02794	10.05755	0.02887	-0.00785	-0.00984	0.00000
5.52000	0.05000	-0.05000	-0.00194	10.06884	0.00954	-0.02163	0.03135	0.00000
5.52500	0.05000	-0.05000	0.03410	10.09370	-0.03596	-0.01782	0.01483	0.00000
5.53000	0.05000	-0.05000	0.03303	10.18093	-0.00123	-0.01280	-0.01168	0.00000
5.53500	0.05000	-0.05000	0.02220	10.09751	-0.01047	-0.00115	-0.01579	0.00000
5.54000	0.05000	-0.05000	-0.00875	10.09981	0.03959	-0.01567	-0.01314	0.00000
5.54500	0.05000	-0.05000	-0.01573	10.03934	0.00384	0.01921	0.00208	0.00000
5.55000	0.05000	-0.05000	0.00225	10.12181	0.00791	-0.02980	-0.02056	0.00000
5.55500	0.05000	-0.05000	0.02708	10.04801	-0.01963	0.03092	0.01353	0.00000
5.56000	0.05000	-0.05000	-0.00119	10.07466	-0.00421	0.02685	-0.00139	0.00000
5.56500	0.05000	-0.05000	-0.02299	10.13411	-0.01619	0.00629	0.01025	0.00000
5.57000	0.05000	-0.05000	-0.02256	9.99762	0.00316	0.03166	-0.00153	0.00000
5.57500	0.05000	-0.05000	0.00053	10.14456	-0.00602	0.01627	-0.03573	0.00000
5.58000	0.05000	-0.05000	-0.03732	10.14429	0.02725	-0.01313	0.00267	0.00000
5.58500	0.05000	-0.05000	0.00593	10.17094	-0.01116	-0.03906	-0.00979	0.00000
5.59000	0.05000	-0.05000	-0.00626	10.10947	0.04051	0.00769	0.00029	0.00000
5.59500	0.05000	-0.05000	-0.04975	10.08774	-0.01121	0.02358	-0.00572	0.00000
5.60000	0.05000	-0.05000	-0.02641	10.08684	0.00653	-0.02103	0.00125	0.00000
5.60500	0.05000	-0.05000	-0.05375	10.13014	-0.01554	0.00172	-0.03243	0.00000
5.61000	0.05000	-0.05000	-0.06147	10.19211	-0.04215	-0.01254	-0.02076	0.00000
5.61500	0.05000	-0.05000	-0.05262	10.03740	0.01779	-0.01623	0.00343	0.00000
5.62000	0.05000	-0.05000	-0.06926	10.11167	-0.03077	-0.00835	0.02085	0.00000
5.62500	0.05000	-0.05000	-0.05977	10.03428	-0.01157	0.00778	0.04952	0.00000
5.63000	0.05000	-0.05000	-0.07905	10.02681	0.01784	-0.00008	0.00917	0.00000
5.63500	0.05000	-0.05000	-0.07944	10.11905	-0.02684	0.05000	-0.03604	0.00000
5.64000	0.05000	-0.05000	-0.05924	10.15588	-0.00721	-0.01631	0.01495	0.00000
5.64500	0.05000	-0.05000	-0.08612	10.12587	-0.04345	0.00667	0.00174	0.00000
5.65000	0.05000	-0.05000	-0.08174	10.06520	0.02163	0.01396	-0.02590	0.00000
5.65500	0.05000	-0.05000	-0.10000	10.09798	-0.02042	0.02515	0.00406	0.00000
5.66000	0.05000	-0.05000	-0.10000	10.15210	0.00084	0.00959	0.00719	0.00000
5.66500	0.05000	-0.05000	-0.08327	10.16792	-0.01950	-0.00925	0.02318	0.00000
5.67000	0.05000	-0.05000	-0.10000	10.07691	-0.03165	0.00744	-0.00197	0.00000
5.67500	0.05000	-0.05000	-0.10000	10.09042	-0.01655	0.00848	-0.01355	0.00000
5.68000	0.05000	-0.05000	-0.10000	10.12251	0.01834	0.00220	0.01245	0.00000
5.68500	0.05000	-0.05000	-0.10000	10.03864	0.00432	-0.03840	0.00945	0.00000
5.69000	0.05000	-0.05000	-0.10000	10.13712	-0.00496	-0.01601	-0.01082	0.00000
5.69500	0.05000	-0.05000	-0.10000	10.18463	-0.00604	0.00938	-0.01954	0.00000
5.70000	0.05000	-0.05000	-0.10000	10.11337	0.01113	0.00485	-0.02993	0.00000
5.70500	0.05000	-0.05000	-0.10000	10.15589	0.00193	0.01074	-0.03926	0.00000
5.71000	0.05000	-0.05000	-0.10000	10.08809	-0.00144	0.02828	-0.02429	0.00000
5.71500	0.05000	-0.05000	-0.10000	10.14720	-0.02149	-0.01113	-0.03841	0.00000
5.72000	0.05000	-0.05000	-0.10000	10.05089	-0.03409	0.01389	0.00917	0.00000
5.72500	0.05000	-0.05000	-0.10000	10.12618	-0.01829	0.03016	-0.02098	0.00000
5.73000	0.05000	-0.05000	-0.10000	10.20786	0.03012	0.01633	0.01493	0.00000
5.73500	0.05000	-0.05000	-0.10000	10.12718	-0.02188	0.00505	0.02122	0.00000
5.74000	0.05000	-0.05000	-0.10000	10.17070	0.00987	0.01765	0.00169	0.00000
5
